ID_Livraison,Date_Livraison,ID_Entreprise,ID_Route,ID_Vehicule,ID_Client,Distance_km,Duree_heures,Carburant_litres,Poids_Tonnes,NbColis,Cout_Carburant_FCFA,Cout_Peage_FCFA,Cout_Chauffeur_FCFA,Cout_Maintenance_FCFA,Cout_Assurance_FCFA,Cout_Total_FCFA,Prix_Facture_FCFA,Marge_FCFA,Taux_Marge_Pourcent,Statut_Livraison,Satisfaction_Client
L07657,2023-01-22,E003,R006,V004,C0421,195,3.7,34.56,3.22,33,24883,6665,11692,3727,5744,52711,66262,13551,20.45,Livrée,5
L07658,2023-01-23,E004,R004,V003,C0445,275,5.15,112.1,13.95,51,80712,7019,17785,6338,11364,123218,350623,227405,64.86,Livrée,4
L07659,2023-01-23,E004,R007,V001,C0224,620,15.44,227.61,11.9,86,163879,20915,42521,14208,8868,250391,1027912,777521,75.64,Livrée,5
L07660,2023-01-23,E006,R003,V005,C0463,165,2.42,20.11,1.17,143,14479,3506,5810,4899,11335,40029,18655,-21374,-114.58,Livrée,5
L07661,2023-01-23,E005,R005,V008,C0021,185,3.93,41.0,3.14,195,29520,5335,13665,3463,10368,62351,57231,-5120,-8.95,Livrée,5
L07662,2023-01-23,E003,R001,V006,C0387,420,6.98,146.5,12.18,30,105480,11364,22508,11174,8110,158636,720677,562041,77.99,Livrée,5
L07663,2023-01-23,E001,R015,V006,C0136,45,1.37,18.16,12.07,110,13075,0,4253,904,8003,26235,77286,51051,66.05,Livrée,5
L07664,2023-01-23,E002,R010,V004,C0326,340,7.59,55.09,2.76,79,39665,8200,20143,8122,11969,88099,122688,34589,28.19,En retard,2
L07665,2023-01-24,E005,R003,V005,C0221,165,2.78,21.2,0.96,128,15264,4449,7794,4840,8056,40403,18974,-21429,-112.94,Livrée,5
L07666,2023-01-24,E003,R008,V002,C0467,235,4.2,61.91,10.5,25,44575,5644,13759,6730,7753,78461,234756,156295,66.58,Livrée,5
L07667,2023-01-24,E004,R009,V003,C0145,120,1.88,57.2,16.35,173,41184,3522,6359,1991,9084,62140,158797,96657,60.87,Livrée,5
L07668,2023-01-24,E003,R009,V004,C0010,120,2.84,21.94,1.8,54,15797,2710,9164,2706,5431,35808,28070,-7738,-27.57,Livrée,5
L07669,2023-01-24,E002,R015,V007,C0225,45,0.45,14.09,10.13,9,10145,0,1144,901,9073,21263,38031,16768,44.09,Livrée,4
L07670,2023-01-24,E006,R010,V001,C0141,340,7.58,126.09,16.36,92,90785,7034,23698,9525,11407,142449,623618,481169,77.16,Livrée,5
L07671,2023-01-24,E002,R002,V006,C0475,340,7.07,112.65,17.2,199,81108,10955,14171,5258,5186,116678,589512,472834,80.21,Livrée,5
L07672,2023-01-25,E001,R004,V001,C0106,275,6.35,95.23,17.16,88,68566,7531,16274,7867,10828,111066,449131,338065,75.27,Livrée,5
L07673,2023-01-25,E001,R005,V003,C0268,185,3.07,88.29,21.08,42,63569,6117,8153,3665,9052,90556,559553,468997,83.82,Livrée,5
L07674,2023-01-25,E002,R015,V005,C0194,45,1.07,5.3,1.35,17,3816,0,3041,1269,7313,15439,7130,-8309,-116.54,Livrée,4
L07675,2023-01-25,E005,R003,V005,C0458,165,2.32,17.91,1.34,52,12895,5304,7214,2859,11594,39866,28281,-11585,-40.96,Livrée,5
L07676,2023-01-25,E005,R013,V004,C0128,420,7.69,79.96,2.37,21,57571,8993,22372,7468,8120,104524,86537,-17987,-20.79,Livrée,5
L07677,2023-01-25,E004,R011,V004,C0213,275,6.46,56.32,2.46,60,40550,6286,21210,5470,6205,79721,78202,-1519,-1.94,Livrée,5
L07678,2023-01-25,E001,R001,V005,C0151,420,7.32,53.24,0.81,99,38333,12282,24791,10386,7328,93120,40934,-52186,-127.49,Livrée,5
L07679,2023-01-26,E004,R006,V004,C0449,195,3.96,39.99,2.93,26,28793,5693,9240,2944,8991,55661,64357,8696,13.51,Livrée,5
L07680,2023-01-26,E001,R014,V005,C0481,165,3.53,18.52,1.02,124,13334,4419,8931,2545,8648,37877,19902,-17975,-90.32,Livrée,5
L07681,2023-01-26,E002,R015,V003,C0384,45,0.91,21.6,18.35,5,15552,0,2194,935,10890,29571,97243,67672,69.59,Livrée,5
L07682,2023-01-26,E005,R010,V004,C0180,340,7.44,55.67,2.11,67,40082,7714,21410,5881,10277,85364,59484,-25880,-43.51,Livrée,5
L07683,2023-01-26,E005,R002,V005,C0317,340,6.35,38.09,1.03,84,27425,8801,15960,9491,7120,68797,42698,-26099,-61.12,Livrée,5
L07684,2023-01-26,E002,R009,V004,C0026,120,2.76,20.45,2.8,96,14724,3911,8419,2331,11268,40653,43448,2795,6.43,Livrée,5
L07685,2023-01-26,E004,R001,V001,C0015,420,7.67,163.87,10.45,185,117986,13441,23753,9435,6327,170942,415883,244941,58.9,Livrée,4
L07686,2023-01-27,E004,R011,V008,C0022,275,6.13,55.11,3.96,138,39679,5810,16715,7477,11174,80855,88933,8078,9.08,Livrée,4
L07687,2023-01-27,E003,R009,V006,C0345,120,2.3,45.22,11.57,71,32558,3859,6910,2556,11818,57701,175955,118254,67.21,Livrée,5
L07688,2023-01-27,E001,R007,V001,C0065,620,16.04,213.64,14.81,154,153821,12932,45553,16462,10200,238968,862694,623726,72.3,Livrée,5
L07689,2023-01-27,E004,R011,V002,C0251,275,6.11,70.28,11.27,106,50602,8682,20330,7545,7440,94599,330215,235616,71.35,Livrée,5
L07690,2023-01-27,E002,R013,V005,C0410,420,6.77,47.42,0.75,64,34142,9468,15858,11885,7833,79186,47164,-32022,-67.9,Livrée,5
L07691,2023-01-27,E004,R010,V002,C0021,340,6.49,96.52,9.07,190,69494,10062,21924,7609,8837,117926,319857,201931,63.13,Livrée,5
L07692,2023-01-27,E005,R002,V005,C0233,340,7.41,41.65,1.16,77,29988,9627,18478,7215,8677,73985,54582,-19403,-35.55,Livrée,5
L07693,2023-01-28,E001,R014,V008,C0408,165,3.35,29.76,4.31,13,21427,4769,9340,3748,9225,48509,64301,15792,24.56,Livrée,5
L07694,2023-01-28,E006,R006,V006,C0487,195,4.87,69.73,16.38,112,50206,5587,16973,4760,6198,83724,478077,394353,82.49,Livrée,3
L07695,2023-01-28,E003,R008,V004,C0016,235,4.75,40.0,1.9,153,28800,7337,13049,3982,8975,62143,47011,-15132,-32.19,Livrée,5
L07696,2023-01-28,E001,R015,V005,C0416,45,1.57,5.11,1.28,60,3679,0,4659,1258,6595,16191,7896,-8295,-105.05,Livrée,5
L07697,2023-01-28,E005,R002,V008,C0272,340,6.85,75.24,3.55,98,54173,7428,15688,5558,11647,94494,122033,27539,22.57,Livrée,5
L07698,2023-01-28,E005,R015,V001,C0205,45,1.68,15.21,16.37,101,10951,0,5692,1004,8060,25707,72695,46988,64.64,Livrée,5
L07699,2023-01-29,E005,R005,V004,C0298,185,3.03,33.47,2.99,56,24098,4033,10333,4551,6352,49367,67340,17973,26.69,Livrée,4
L07700,2023-01-29,E005,R013,V006,C0160,420,6.68,156.71,17.74,169,112831,12858,15384,6933,6036,154042,1043528,889486,85.24,Livrée,5
L07701,2023-01-29,E002,R012,V001,C0434,35,0.81,13.58,12.68,11,9778,0,2132,807,9068,21785,50889,29104,57.19,Livrée,5
L07702,2023-01-29,E003,R011,V004,C0041,275,5.73,50.88,2.24,63,36634,6055,12698,7988,6333,69708,77635,7927,10.21,Livrée,4
L07703,2023-01-29,E006,R006,V005,C0108,195,4.0,25.62,1.01,181,18446,5004,9440,5532,8386,46808,28707,-18101,-63.05,Livrée,5
L07704,2023-01-29,E005,R003,V005,C0125,165,2.3,20.83,1.34,169,14998,5409,7620,4705,10653,43385,30692,-12693,-41.36,Livrée,5
L07705,2023-01-29,E005,R014,V001,C0152,165,2.73,54.21,15.16,193,39031,4122,9176,4878,6053,63260,236300,173040,73.23,Livrée,5
L07706,2023-01-30,E004,R012,V003,C0013,35,0.7,16.6,22.64,116,11952,0,1461,760,8540,22713,115814,93101,80.39,Livrée,5
L07707,2023-01-30,E003,R002,V005,C0203,340,6.33,46.81,1.03,68,33703,7990,21479,7141,6156,76469,51349,-25120,-48.92,Livrée,5
L07708,2023-01-30,E001,R015,V008,C0079,45,1.06,9.61,2.59,124,6919,0,3041,1294,5791,17045,15405,-1640,-10.65,Livrée,5
L07709,2023-01-30,E003,R011,V003,C0394,275,5.29,128.16,23.31,194,92275,6892,15814,4747,10607,130335,745710,615375,82.52,Livrée,5
L07710,2023-01-30,E003,R006,V004,C0042,195,3.77,37.04,3.06,7,26669,5175,10240,4312,10554,56950,86089,29139,33.85,Livrée,5
L07711,2023-01-30,E006,R003,V003,C0169,165,3.74,64.49,15.22,84,46433,4095,12569,3652,11481,78230,209984,131754,62.74,Livrée,5
L07712,2023-01-30,E003,R002,V001,C0249,340,6.78,128.37,11.57,8,92426,10493,17911,5166,5917,131913,374464,242551,64.77,Livrée,5
L07713,2023-01-31,E006,R015,V002,C0121,45,1.55,11.53,8.61,88,8302,0,4904,976,9290,23472,49448,25976,52.53,Livrée,5
L07714,2023-01-31,E005,R001,V002,C0387,420,7.71,110.4,10.4,96,79488,8984,22401,12371,8004,131248,421188,289940,68.84,Livrée,5
L07715,2023-01-31,E005,R014,V001,C0439,165,2.63,57.07,9.62,30,41090,4270,8650,3236,11476,68722,129993,61271,47.13,Livrée,5
L07716,2023-01-31,E002,R008,V007,C0272,235,4.28,74.59,6.51,154,53705,6425,9189,6477,6444,82240,125376,43136,34.41,Livrée,5
L07717,2023-01-31,E006,R001,V008,C0300,420,7.15,92.49,3.8,36,66593,8694,22254,10745,11225,119511,132874,13363,10.06,Livrée,4
L07718,2023-01-31,E006,R012,V002,C0209,35,0.15,9.43,10.03,88,6790,0,473,646,7668,15577,47039,31462,66.88,Livrée,4
L07719,2023-01-31,E001,R015,V001,C0473,45,0.39,17.13,14.51,70,12334,0,823,1245,5956,20358,79876,59518,74.51,Livrée,4
L07720,2023-02-01,E004,R005,V005,C0158,185,3.65,21.9,0.85,159,15768,5006,10729,4489,9478,45470,17640,-27830,-157.77,Livrée,4
L07721,2023-02-01,E003,R011,V003,C0495,275,5.15,114.23,20.17,101,82246,7690,11342,5194,5344,111816,455880,344064,75.47,Livrée,5
L07722,2023-02-01,E001,R006,V002,C0121,195,3.91,49.39,8.09,183,35561,4742,8296,2942,7473,59014,140372,81358,57.96,Livrée,5
L07723,2023-02-01,E006,R011,V005,C0227,275,5.75,33.25,0.98,23,23940,7497,18077,4201,7304,61019,21762,-39257,-180.39,Livrée,4
L07724,2023-02-01,E001,R012,V002,C0421,35,0.55,10.42,10.42,5,7502,0,1921,611,6937,16971,44307,27336,61.7,Livrée,4
L07725,2023-02-01,E002,R012,V004,C0444,35,0.88,6.48,2.85,162,4666,0,2698,814,11903,20081,10930,-9151,-83.72,Livrée,5
L07726,2023-02-01,E004,R003,V001,C0461,165,2.77,65.54,12.32,166,47189,4233,7059,3852,10946,73279,185814,112535,60.56,Livrée,5
L07727,2023-02-02,E006,R014,V001,C0024,165,2.64,58.97,9.75,161,42458,3331,6376,4820,11155,68140,178686,110546,61.87,Livrée,5
L07728,2023-02-02,E006,R007,V008,C0230,620,15.83,142.17,3.05,29,102362,15439,52668,17458,6078,194005,189406,-4599,-2.43,Livrée,4
L07729,2023-02-02,E003,R002,V005,C0026,340,6.89,46.8,1.01,107,33696,8836,19868,10020,9211,81631,40543,-41088,-101.34,Livrée,5
L07730,2023-02-02,E004,R007,V007,C0058,620,15.79,196.85,10.17,172,141732,12456,50857,11813,10008,226866,924562,697696,75.46,Livrée,5
L07731,2023-02-02,E002,R002,V004,C0265,340,7.39,65.82,2.92,100,47390,9441,23300,7410,10740,98281,115155,16874,14.65,Livrée,5
L07732,2023-02-02,E005,R005,V003,C0126,185,3.42,87.41,22.46,181,62935,4563,10377,2886,5897,86658,497836,411178,82.59,Livrée,5
L07733,2023-02-02,E001,R007,V008,C0445,620,15.9,138.75,2.95,105,99900,13838,43738,17448,5497,180421,225373,44952,19.95,Livrée,5
L07734,2023-02-03,E003,R011,V004,C0275,275,5.9,48.8,2.47,151,35136,6805,12357,4636,10593,69527,93215,23688,25.41,Livrée,3
L07735,2023-02-03,E006,R011,V007,C0028,275,5.39,73.23,8.21,126,52726,7656,18568,4959,8807,92716,249558,156842,62.85,En retard,2
L07736,2023-02-03,E005,R014,V004,C0391,165,3.41,29.45,2.81,52,21204,5194,9489,4597,10475,50959,55712,4753,8.53,Livrée,5
L07737,2023-02-03,E002,R003,V006,C0301,165,3.5,61.38,15.2,16,44194,5386,10064,4582,8310,72536,277504,204968,73.86,Livrée,5
L07738,2023-02-03,E004,R014,V003,C0470,165,3.06,71.74,17.66,155,51653,5278,8300,4812,7345,77388,367143,289755,78.92,Livrée,5
L07739,2023-02-03,E001,R011,V008,C0128,275,5.11,51.55,4.05,136,37116,5931,10948,4729,11233,69957,158946,88989,55.99,Livrée,5
L07740,2023-02-04,E003,R004,V003,C0094,275,6.12,124.1,19.49,106,89352,7978,13228,4415,6154,121127,633843,512716,80.89,Livrée,4
L07741,2023-02-04,E006,R001,V004,C0191,420,7.61,69.01,1.77,196,49687,9662,21449,7505,5988,94291,71510,-22781,-31.86,Livrée,5
L07742,2023-02-04,E006,R003,V008,C0421,165,2.62,36.42,2.62,67,26222,4766,7931,2855,10058,51832,47613,-4219,-8.86,Livrée,5
L07743,2023-02-04,E005,R009,V002,C0272,120,2.01,31.38,9.73,124,22594,2914,5769,2206,8292,41775,155857,114082,73.2,Livrée,5
L07744,2023-02-04,E005,R010,V006,C0484,340,7.08,118.26,16.1,185,85147,11553,23738,9264,6043,135745,786541,650796,82.74,Livrée,5
L07745,2023-02-04,E001,R005,V002,C0005,185,2.96,54.2,7.43,120,39024,4488,9476,3253,6515,62756,166538,103782,62.32,Livrée,5
L07746,2023-02-04,E004,R015,V004,C0157,45,0.95,9.17,3.31,47,6602,0,3237,999,6837,17675,20684,3009,14.55,Livrée,4
L07747,2023-02-05,E002,R015,V002,C0052,45,0.43,12.34,8.13,104,8885,0,1275,739,7742,18641,29361,10720,36.51,Livrée,5
L07748,2023-02-05,E004,R008,V003,C0243,235,3.78,93.92,23.42,20,67622,7432,9183,5912,5069,95218,596145,500927,84.03,Livrée,5
L07749,2023-02-05,E004,R002,V008,C0151,340,7.64,77.69,2.92,79,55937,10471,22600,5602,8084,102694,89248,-13446,-15.07,Livrée,5
L07750,2023-02-05,E004,R003,V003,C0262,165,2.42,71.39,12.59,32,51401,4115,6660,3111,10295,75582,249270,173688,69.68,Livrée,5
L07751,2023-02-05,E001,R007,V002,C0420,620,16.0,164.99,9.22,173,118793,13772,32483,13873,10266,189187,671038,481851,71.81,Livrée,4
L07752,2023-02-05,E001,R014,V008,C0441,165,3.63,36.9,3.81,43,26568,3771,12654,4854,10995,58842,58816,-26,-0.04,Livrée,4
L07753,2023-02-05,E002,R010,V003,C0417,340,6.87,146.16,21.34,144,105235,8938,21348,5605,10041,151167,924320,773153,83.65,Livrée,5
L07754,2023-02-06,E004,R004,V001,C0305,275,5.32,103.28,11.82,90,74362,6362,15093,7206,6291,109314,407290,297976,73.16,Livrée,5
L07755,2023-02-06,E001,R009,V003,C0425,120,1.73,48.67,22.3,166,35042,3128,3701,3514,11993,57378,294464,237086,80.51,Livrée,5
L07756,2023-02-06,E002,R014,V004,C0080,165,2.28,27.92,2.51,57,20102,4652,7731,4770,10001,47256,45135,-2121,-4.7,En retard,1
L07757,2023-02-06,E006,R007,V005,C0183,620,15.73,82.84,0.76,67,59645,19352,40981,13895,8245,142118,38975,-103143,-264.64,Livrée,5
L07758,2023-02-06,E002,R014,V002,C0354,165,2.86,42.73,7.9,98,30766,3401,6819,3455,9192,53633,166319,112686,67.75,Livrée,5
L07759,2023-02-06,E004,R011,V006,C0107,275,5.43,108.46,13.47,40,78091,6832,12243,7381,10382,114929,418977,304048,72.57,Livrée,5
L07760,2023-02-06,E003,R012,V007,C0154,35,0.63,11.2,10.02,110,8064,0,1735,593,11192,21584,34621,13037,37.66,Livrée,4
L07761,2023-02-07,E004,R001,V002,C0293,420,7.44,129.94,10.67,58,93557,12741,16605,9150,7185,139238,513897,374659,72.91,Livrée,5
L07762,2023-02-07,E003,R004,V007,C0205,275,5.95,84.65,9.36,150,60948,6966,16414,4366,8692,97386,232461,135075,58.11,Livrée,5
L07763,2023-02-07,E002,R010,V007,C0116,340,6.91,100.44,7.03,128,72317,7458,16308,5422,11819,113324,210543,97219,46.18,Livrée,4
L07764,2023-02-07,E006,R011,V003,C0017,275,5.71,123.77,19.09,49,89114,8225,17020,4562,10717,129638,581623,451985,77.71,Livrée,5
L07765,2023-02-07,E006,R006,V003,C0480,195,3.63,86.01,17.1,120,61927,5388,10821,5219,7303,90658,449322,358664,79.82,Livrée,5
L07766,2023-02-07,E001,R006,V008,C0288,195,4.89,35.38,3.57,86,25474,6440,16423,3553,10427,62317,62847,530,0.84,Livrée,5
L07767,2023-02-07,E006,R010,V008,C0156,340,7.05,65.01,3.6,122,46807,9284,23334,9271,6342,95038,143505,48467,33.77,Livrée,5
L07768,2023-02-08,E005,R006,V005,C0477,195,4.01,22.48,1.39,180,16186,5194,8670,5111,10429,45590,24100,-21490,-89.17,Livrée,4
L07769,2023-02-08,E002,R005,V005,C0025,185,3.83,21.63,0.87,113,15574,6439,10557,4058,7954,44582,14281,-30301,-212.18,Livrée,5
L07770,2023-02-08,E001,R003,V006,C0431,165,3.53,65.5,14.93,15,47160,4044,7249,4664,10630,73747,284804,211057,74.11,Livrée,5
L07771,2023-02-08,E006,R002,V004,C0278,340,7.06,67.37,3.12,124,48506,10172,18297,9649,8690,95314,108101,12787,11.83,Livrée,4
L07772,2023-02-08,E002,R003,V001,C0475,165,2.71,55.1,10.37,6,39672,5723,7345,4944,6776,64460,174277,109817,63.01,Livrée,5
L07773,2023-02-08,E004,R009,V004,C0317,120,2.36,19.74,2.48,22,14213,4147,5950,3552,8742,36604,25574,-11030,-43.13,Livrée,5
L07774,2023-02-08,E006,R003,V008,C0126,165,2.53,30.82,2.52,188,22190,4683,6203,4470,5629,43175,33766,-9409,-27.87,Livrée,4
L07775,2023-02-09,E003,R003,V006,C0300,165,3.67,60.81,15.66,73,43783,4844,9356,4880,10123,72986,261186,188200,72.06,Livrée,5
L07776,2023-02-09,E002,R001,V002,C0358,420,7.13,121.48,9.83,154,87466,13126,20374,8757,5196,134919,577159,442240,76.62,Livrée,5
L07777,2023-02-09,E001,R002,V003,C0276,340,6.99,155.68,15.5,97,112090,9365,22345,5523,5376,154699,698732,544033,77.86,Livrée,4
L07778,2023-02-09,E004,R011,V004,C0365,275,6.25,50.77,2.01,182,36554,9452,13927,5345,11983,77261,79825,2564,3.21,Livrée,5
L07779,2023-02-09,E005,R012,V007,C0178,35,0.85,9.31,9.76,196,6703,0,2123,534,5321,14681,46041,31360,68.11,Livrée,5
L07780,2023-02-09,E004,R003,V003,C0344,165,3.74,66.39,20.35,132,47801,3396,8945,3321,8416,71879,416359,344480,82.74,Livrée,5
L07781,2023-02-09,E006,R002,V003,C0431,340,6.56,141.41,15.74,92,101815,10229,18288,8052,7088,145472,440823,295351,67.0,Livrée,5
L07782,2023-02-10,E003,R008,V004,C0047,235,3.51,38.42,3.16,118,27662,4732,8925,5281,6210,52810,90471,37661,41.63,Livrée,5
L07783,2023-02-10,E004,R006,V004,C0200,195,4.16,38.28,2.24,195,27562,6353,11696,4648,9301,59560,64780,5220,8.06,Livrée,5
L07784,2023-02-10,E005,R007,V007,C0051,620,16.27,169.7,7.41,160,122184,18013,51800,9338,8022,209357,664558,455201,68.5,Livrée,5
L07785,2023-02-10,E001,R001,V008,C0439,420,7.94,86.35,4.62,117,62172,9016,16786,12375,8024,108373,253324,144951,57.22,Livrée,5
L07786,2023-02-10,E002,R006,V007,C0462,195,4.58,53.27,6.1,80,38354,5995,9679,4608,10272,68908,144152,75244,52.2,Livrée,5
L07787,2023-02-10,E003,R002,V005,C0295,340,7.52,43.33,1.18,91,31198,8568,18419,8680,10069,76934,32715,-44219,-135.16,Livrée,5
L07788,2023-02-11,E005,R013,V008,C0270,420,6.86,79.87,3.22,91,57506,13845,15571,7622,9360,103904,158375,54471,34.39,Livrée,5
L07789,2023-02-11,E006,R015,V006,C0197,45,0.32,15.05,10.19,60,10836,0,665,1184,11866,24551,64089,39538,61.69,Livrée,5
L07790,2023-02-11,E006,R006,V006,C0431,195,4.78,73.32,15.78,189,52790,6810,9721,5224,5387,79932,316552,236620,74.75,Livrée,5
L07791,2023-02-11,E006,R003,V007,C0021,165,2.9,48.72,9.41,42,35078,4715,8795,4004,5693,58285,182331,124046,68.03,Livrée,5
L07792,2023-02-11,E003,R007,V001,C0143,620,15.63,218.37,11.08,97,157226,14585,50090,13817,8536,244254,759828,515574,67.85,Livrée,5
L07793,2023-02-11,E004,R003,V008,C0248,165,2.62,36.26,4.06,141,26107,3783,7359,3273,10033,50555,95108,44553,46.84,Livrée,5
L07794,2023-02-11,E003,R009,V007,C0356,120,2.09,38.87,7.78,62,27986,3883,7068,3310,5905,48152,99455,51303,51.58,Livrée,4
L07795,2023-02-12,E006,R003,V005,C0353,165,3.3,18.8,1.0,87,13536,3745,7679,3252,9779,37991,13686,-24305,-177.59,Livrée,5
L07796,2023-02-12,E005,R007,V001,C0465,620,16.03,206.24,10.0,51,148493,19120,49319,15088,7506,239526,899686,660160,73.38,Livrée,5
L07797,2023-02-12,E002,R012,V004,C0468,35,0.57,5.69,3.12,192,4097,0,1405,945,8998,15445,10427,-5018,-48.13,Livrée,4
L07798,2023-02-12,E002,R004,V006,C0001,275,5.93,95.54,10.92,146,68789,9531,17859,4167,8614,108960,253919,144959,57.09,Livrée,5
L07799,2023-02-12,E003,R008,V006,C0464,235,4.75,94.62,16.51,136,68126,7602,14817,6890,6338,103773,500887,397114,79.28,Livrée,5
L07800,2023-02-12,E006,R014,V001,C0365,165,2.61,59.63,16.69,185,42934,5702,7901,4147,6647,67331,241194,173863,72.08,Livrée,5
L07801,2023-02-12,E001,R002,V002,C0338,340,7.63,98.46,11.36,121,70891,8942,15709,7912,7305,110759,367011,256252,69.82,Annulée,1
L07802,2023-02-13,E003,R008,V005,C0394,235,4.57,32.21,1.4,111,23191,7346,15607,4801,5361,56306,44083,-12223,-27.73,Livrée,4
L07803,2023-02-13,E006,R009,V005,C0407,120,1.59,13.2,1.42,124,9504,4056,4219,2342,11404,31525,20311,-11214,-55.21,Livrée,5
L07804,2023-02-13,E004,R013,V005,C0274,420,7.45,55.52,1.12,26,39974,13059,23263,11371,6487,94154,40621,-53533,-131.79,Livrée,4
L07805,2023-02-13,E002,R008,V006,C0241,235,3.69,88.1,14.46,161,63432,4837,9432,4044,7607,89352,393937,304585,77.32,Livrée,5
L07806,2023-02-13,E002,R006,V003,C0058,195,4.21,92.28,21.02,132,66442,4585,13288,3671,11844,99830,578418,478588,82.74,Livrée,5
L07807,2023-02-13,E002,R010,V006,C0126,340,6.78,128.18,13.33,30,92290,9493,22794,7864,8575,141016,400833,259817,64.82,Livrée,5
L07808,2023-02-13,E001,R001,V003,C0329,420,7.32,199.64,14.34,179,143741,13333,18807,11201,11816,198898,631178,432280,68.49,Livrée,5
L07809,2023-02-14,E006,R007,V006,C0366,620,16.06,250.65,17.66,66,180468,18263,36714,15521,7370,258336,1060713,802377,75.65,Livrée,4
L07810,2023-02-14,E006,R001,V008,C0478,420,7.87,77.02,3.27,69,55454,11012,20681,11342,7406,105895,151135,45240,29.93,Livrée,4
L07811,2023-02-14,E006,R007,V004,C0461,620,15.79,111.31,2.07,38,80143,12564,35375,18117,6818,153017,155505,2488,1.6,Livrée,5
L07812,2023-02-14,E006,R014,V006,C0052,165,3.71,54.57,16.46,146,39290,3633,10612,2881,9644,66060,277608,211548,76.2,Livrée,5
L07813,2023-02-14,E001,R002,V008,C0500,340,7.47,77.55,4.15,150,55836,9172,20151,6371,5861,97391,161702,64311,39.77,Livrée,5
L07814,2023-02-14,E005,R008,V008,C0223,235,3.42,42.68,4.47,139,30730,6668,7102,6449,9996,60945,88589,27644,31.2,Livrée,5
L07815,2023-02-14,E003,R002,V004,C0302,340,7.17,69.81,2.66,33,50263,10726,17052,5597,11279,94917,125303,30386,24.25,Livrée,4
L07816,2023-02-15,E003,R003,V008,C0363,165,3.39,34.0,4.72,64,24480,4695,9441,2610,11543,52769,106976,54207,50.67,Annulée,1
L07817,2023-02-15,E006,R013,V003,C0269,420,6.98,183.9,20.75,160,132408,10885,24093,7508,7751,182645,758815,576170,75.93,Livrée,5
L07818,2023-02-15,E004,R012,V005,C0096,35,0.83,4.34,1.11,98,3125,0,2578,984,5962,12649,5543,-7106,-128.2,Livrée,5
L07819,2023-02-15,E002,R003,V003,C0273,165,3.64,78.5,17.82,41,56520,3611,11937,4547,9126,85741,278477,192736,69.21,Livrée,5
L07820,2023-02-15,E001,R001,V001,C0323,420,7.57,134.13,11.02,187,96574,9005,17015,10640,5812,139046,462244,323198,69.92,Livrée,4
L07821,2023-02-15,E004,R005,V005,C0061,185,2.65,22.57,1.01,89,16250,5185,8324,5450,5286,40495,27592,-12903,-46.76,Livrée,4
L07822,2023-02-15,E004,R005,V006,C0321,185,2.79,60.35,14.23,188,43452,6395,6965,4598,6100,67510,340102,272592,80.15,Livrée,4
L07823,2023-02-16,E006,R010,V006,C0181,340,6.49,124.52,15.1,196,89654,9721,13113,5192,9328,127008,522290,395282,75.68,Livrée,5
L07824,2023-02-16,E001,R005,V006,C0133,185,3.7,68.6,14.44,133,49392,5414,8545,4762,7819,75932,215086,139154,64.7,Livrée,4
L07825,2023-02-16,E003,R014,V006,C0416,165,2.4,55.07,13.55,159,39650,3793,5160,4588,11169,64360,226348,161988,71.57,Livrée,5
L07826,2023-02-16,E002,R013,V006,C0089,420,6.96,158.28,14.86,122,113962,13712,23787,8220,11475,171156,552974,381818,69.05,Livrée,5
L07827,2023-02-16,E003,R009,V003,C0173,120,2.14,47.14,19.59,174,33941,2815,6276,2905,8209,54146,193353,139207,72.0,Livrée,5
L07828,2023-02-16,E004,R006,V007,C0312,195,4.27,60.31,6.39,125,43423,5519,13009,4231,10578,76760,103457,26697,25.8,Livrée,5
L07829,2023-02-17,E002,R006,V004,C0005,195,4.29,33.44,3.2,158,24077,4169,13557,2927,8844,53574,76295,22721,29.78,Livrée,4
L07830,2023-02-17,E005,R003,V007,C0357,165,2.75,44.9,10.54,111,32328,5746,5876,4253,7471,55674,247533,191859,77.51,Livrée,5
L07831,2023-02-17,E004,R005,V003,C0343,185,4.02,78.79,15.82,114,56729,6060,13105,4336,8506,88736,351862,263126,74.78,Livrée,4
